obs_id,species,stage,character,attribute,state,source
,Diphyes dispar,adult,Haploneme length (um),point,15,Purcell1984
,Diphyes dispar,adult,Haploneme width (um),point,7.5,Purcell1984
,Diphyes dispar,adult,Haploneme number,point,250,Purcell1984
,Diphyes dispar,adult,Haploneme length (um),point,20,Purcell1984
,Diphyes dispar,adult,Haploneme width (um),point,12,Purcell1984
,Diphyes dispar,adult,Terminal filament nematocyst length (um),point,15,Purcell1984
,Diphyes dispar,adult,Terminal filament nematocyst width (um),point,9,Purcell1984
,Diphyes dispar,adult,Copepod prey length (mm),mean,0.99,Purcell1984
,Diphyes dispar,adult,Heteroneme volume (ul),point,6.46,Purcell1984
,Diphyes dispar,adult,Nematocysts per battery,point,262,Purcell1984
,Diphyes dispar,adult,Tentilla per tentacle,min,40,Purcell1984
,Diphyes dispar,adult,Tentilla per tentacle,max,50,Purcell1984
,Diphyes dispar,adult,Tentacle number,min,90,Purcell1984
,Diphyes dispar,adult,Tentacle number,max,180,Purcell1984
,Diphyes dispar,adult,Total tentilla number,min,3600,Purcell1984
,Diphyes dispar,adult,Total tentilla number,max,9000,Purcell1984
,Forskalia edwardsi,adult,Cnidoband length (um),point,420,Purcell1984
,Forskalia edwardsi,adult,Cnidoband width (um),point,180,Purcell1984
,Forskalia edwardsi,adult,Cnidoband depth (um),point,180,Purcell1984
,Forskalia edwardsi,adult,Heteroneme length (um),point,38,Purcell1984
,Forskalia edwardsi,adult,Heteroneme width (um),point,22.5,Purcell1984
,Forskalia edwardsi,adult,Heteroneme number,min,20,Purcell1984
,Forskalia edwardsi,adult,Heteroneme number,max,30,Purcell1984
,Forskalia edwardsi,adult,Haploneme length (um),point,30,Purcell1984
,Forskalia edwardsi,adult,Haploneme width (um),point,5.5,Purcell1984
,Forskalia edwardsi,adult,Haploneme number,point,3000,Purcell1984
,Forskalia edwardsi,adult,Terminal filament nematocyst length (um),point,13,Purcell1984
,Forskalia edwardsi,adult,Terminal filament nematocyst width (um),point,5,Purcell1984
,Forskalia edwardsi,adult,Copepod prey length (mm),mean,1.17,Purcell1984
,Forskalia edwardsi,adult,Heteroneme volume (ul),point,9.94,Purcell1984
,Forskalia edwardsi,adult,Nematocysts per battery,point,3030,Purcell1984
,Forskalia edwardsi,adult,Tentilla per tentacle,min,10,Purcell1984
,Forskalia edwardsi,adult,Tentilla per tentacle,max,20,Purcell1984
,Forskalia edwardsi,adult,Tentacle number,min,10,Purcell1984
,Forskalia edwardsi,adult,Tentacle number,max,320,Purcell1984
,Forskalia edwardsi,adult,Total tentilla number,min,100,Purcell1984
,Forskalia edwardsi,adult,Total tentilla number,max,6400,Purcell1984
,Hippopodius hippopus,adult,Cnidoband length (um),point,96,Purcell1984
,Hippopodius hippopus,adult,Cnidoband width (um),point,96,Purcell1984
,Hippopodius hippopus,adult,Cnidoband depth (um),point,46,Purcell1984
,Hippopodius hippopus,adult,Heteroneme length (um),min,78,Purcell1984
,Hippopodius hippopus,adult,Heteroneme width (um),point,17,Purcell1984
,Hippopodius hippopus,adult,Heteroneme number,point,7,Purcell1984
,Hippopodius hippopus,adult,Haploneme length (um),point,26,Purcell1984
,Hippopodius hippopus,adult,Haploneme width (um),point,5.5,Purcell1984
,Hippopodius hippopus,adult,Haploneme number,point,200,Purcell1984
,Hippopodius hippopus,adult,Heteroneme length (um),max,84,Purcell1984
,Hippopodius hippopus,adult,Heteroneme number,point,10,Purcell1984
,Hippopodius hippopus,adult,Copepod prey length (mm),mean,0.86,Purcell1984
,Hippopodius hippopus,adult,Heteroneme volume (ul),point,5.32,Purcell1984
,Hippopodius hippopus,adult,Nematocysts per battery,point,210,Purcell1984
,Hippopodius hippopus,adult,Tentilla per tentacle,min,30,Purcell1984
,Hippopodius hippopus,adult,Tentilla per tentacle,max,100,Purcell1984
,Hippopodius hippopus,adult,Tentacle number,min,10,Purcell1984
,Hippopodius hippopus,adult,Tentacle number,max,20,Purcell1984
,Hippopodius hippopus,adult,Total tentilla number,min,300,Purcell1984
,Hippopodius hippopus,adult,Total tentilla number,max,2000,Purcell1984
,Muggiaea atlantica,adult,Cnidoband length (um),point,120,Purcell1984
,Muggiaea atlantica,adult,Cnidoband width (um),point,52,Purcell1984
,Muggiaea atlantica,adult,Cnidoband depth (um),point,30,Purcell1984
,Muggiaea atlantica,adult,Heteroneme length (um),point,36,Purcell1984
,Muggiaea atlantica,adult,Heteroneme width (um),point,6,Purcell1984
,Muggiaea atlantica,adult,Heteroneme number,point,6,Purcell1984
,Muggiaea atlantica,adult,Haploneme length (um),point,15,Purcell1984
,Muggiaea atlantica,adult,Haploneme width (um),point,4,Purcell1984
,Muggiaea atlantica,adult,Haploneme number,point,300,Purcell1984
,Muggiaea atlantica,adult,Haploneme length (um),point,9,Purcell1984
,Muggiaea atlantica,adult,Haploneme width (um),point,6,Purcell1984
,Muggiaea atlantica,adult,Terminal filament nematocyst length (um),point,6,Purcell1984
,Muggiaea atlantica,adult,Terminal filament nematocyst width (um),point,4,Purcell1984
,Muggiaea atlantica,adult,Terminal filament nematocyst length (um),point,6,Purcell1984
,Muggiaea atlantica,adult,Terminal filament nematocyst width (um),point,2,Purcell1984
,Muggiaea atlantica,adult,Copepod prey length (mm),mean,0.36,Purcell1984
,Muggiaea atlantica,adult,Heteroneme volume (ul),point,0.68,Purcell1984
,Muggiaea atlantica,adult,Nematocysts per battery,point,306,Purcell1984
,Muggiaea atlantica,adult,Tentilla per tentacle,point,20,Purcell1984
,Muggiaea atlantica,adult,Tentacle number,min,20,Purcell1984
,Muggiaea atlantica,adult,Tentacle number,max,30,Purcell1984
,Muggiaea atlantica,adult,Total tentilla number,min,400,Purcell1984
,Muggiaea atlantica,adult,Total tentilla number,max,600,Purcell1984
,Nanomia bijuga,adult,Cnidoband length (um),point,445,Purcell1984
,Nanomia bijuga,adult,Cnidoband width (um),point,248,Purcell1984
,Nanomia bijuga,adult,Cnidoband depth (um),point,240,Purcell1984
,Nanomia bijuga,adult,Heteroneme length (um),point,32,Purcell1984
,Nanomia bijuga,adult,Heteroneme width (um),point,16,Purcell1984
,Nanomia bijuga,adult,Heteroneme number,min,15,Purcell1984
,Nanomia bijuga,adult,Heteroneme number,max,35,Purcell1984
,Nanomia bijuga,adult,Haploneme length (um),point,22.5,Purcell1984
,Nanomia bijuga,adult,Haploneme width (um),point,5.5,Purcell1984
,Nanomia bijuga,adult,Haploneme number,point,4500,Purcell1984
,Nanomia bijuga,adult,Terminal filament nematocyst length (um),point,11,Purcell1984
,Nanomia bijuga,adult,Terminal filament nematocyst width (um),point,4.5,Purcell1984
,Nanomia bijuga,adult,Copepod prey length (mm),mean,1.18,Purcell1984
,Nanomia bijuga,adult,Heteroneme volume (ul),point,4.29,Purcell1984
,Nanomia bijuga,adult,Nematocysts per battery,point,4535,Purcell1984
,Nanomia bijuga,adult,Tentilla per tentacle,min,15,Purcell1984
,Nanomia bijuga,adult,Tentilla per tentacle,max,20,Purcell1984
,Nanomia bijuga,adult,Tentacle number,min,15,Purcell1984
,Nanomia bijuga,adult,Tentacle number,max,20,Purcell1984
,Nanomia bijuga,adult,Total tentilla number,min,225,Purcell1984
,Nanomia bijuga,adult,Total tentilla number,max,400,Purcell1984
,Nanomia cara,adult,Cnidoband length (um),point,1400,Purcell1984
,Nanomia cara,adult,Cnidoband width (um),point,680,Purcell1984
,Nanomia cara,adult,Cnidoband depth (um),point,680,Purcell1984
,Nanomia cara,adult,Heteroneme length (um),point,62.5,Purcell1984
,Nanomia cara,adult,Heteroneme width (um),point,22.5,Purcell1984
,Nanomia cara,adult,Heteroneme number,min,70,Purcell1984
,Nanomia cara,adult,Heteroneme number,max,80,Purcell1984
,Nanomia cara,adult,Haploneme length (um),point,72.5,Purcell1984
,Nanomia cara,adult,Haploneme width (um),point,12.5,Purcell1984
,Nanomia cara,adult,Haploneme number,point,14000,Purcell1984
,Nanomia cara,adult,Terminal filament nematocyst length (um),point,17.5,Purcell1984
,Nanomia cara,adult,Terminal filament nematocyst width (um),point,10,Purcell1984
,Nanomia cara,adult,Terminal filament nematocyst length (um),point,12.5,Purcell1984
,Nanomia cara,adult,Terminal filament nematocyst width (um),point,10,Purcell1984
,Physalia physalis,adult,Haploneme length (um),point,27.5,Purcell1984
,Physalia physalis,adult,Haploneme width (um),point,27.5,Purcell1984
,Physalia physalis,adult,Haploneme length (um),point,12.5,Purcell1984
,Physalia physalis,adult,Haploneme width (um),point,12.5,Purcell1984
,Physophora hydrostatica,adult,Cnidoband length (um),point,1260,Purcell1984
,Physophora hydrostatica,adult,Cnidoband width (um),point,390,Purcell1984
,Physophora hydrostatica,adult,Cnidoband depth (um),point,390,Purcell1984
,Physophora hydrostatica,adult,Heteroneme length (um),point,109,Purcell1984
,Physophora hydrostatica,adult,Heteroneme width (um),point,29,Purcell1984
,Physophora hydrostatica,adult,Haploneme length (um),point,32.5,Purcell1984
,Physophora hydrostatica,adult,Haploneme width (um),point,6.2,Purcell1984
,Rhizophysa eysenhardti,adult,Haploneme length (um),point,20,Purcell1984
,Rhizophysa eysenhardti,adult,Haploneme width (um),point,20,Purcell1984
,Rhizophysa filiformis,adult,Haploneme width (um),point,32.5,Purcell1984
,Rhizophysa filiformis,adult,Haploneme length (um),point,32.5,Purcell1984
,Rhizophysa filiformis,adult,Haploneme width (um),point,12.5,Purcell1984
,Rhizophysa filiformis,adult,Haploneme length (um),point,12.5,Purcell1984
,Rosacea cymbiformis,adult,Cnidoband length (um),point,255,Purcell1984
,Rosacea cymbiformis,adult,Cnidoband width (um),point,120,Purcell1984
,Rosacea cymbiformis,adult,Cnidoband depth (um),point,50,Purcell1984
,Rosacea cymbiformis,adult,Heteroneme length (um),point,67,Purcell1984
,Rosacea cymbiformis,adult,Heteroneme width (um),point,8,Purcell1984
,Rosacea cymbiformis,adult,Heteroneme number,min,25,Purcell1984
,Rosacea cymbiformis,adult,Haploneme length (um),point,32,Purcell1984
,Rosacea cymbiformis,adult,Haploneme width (um),point,6,Purcell1984
,Rosacea cymbiformis,adult,Haploneme number,point,400,Purcell1984
,Rosacea cymbiformis,adult,Haploneme length (um),point,11,Purcell1984
,Rosacea cymbiformis,adult,Haploneme width (um),point,7,Purcell1984
,Rosacea cymbiformis,adult,Terminal filament nematocyst length (um),point,9.6,Purcell1984
,Rosacea cymbiformis,adult,Terminal filament nematocyst width (um),point,4.4,Purcell1984
,Rosacea cymbiformis,adult,Terminal filament nematocyst length (um),point,8,Purcell1984
,Rosacea cymbiformis,adult,Terminal filament nematocyst width (um),point,8,Purcell1984
,Rosacea cymbiformis,adult,Heteroneme number,max,30,Purcell1984
,Rosacea cymbiformis,adult,Copepod prey length (mm),mean,0.98,Purcell1984
,Rosacea cymbiformis,adult,Heteroneme volume (ul),point,2.25,Purcell1984
,Rosacea cymbiformis,adult,Nematocysts per battery,point,430,Purcell1984
,Rosacea cymbiformis,adult,Tentilla per tentacle,min,80,Purcell1984
,Rosacea cymbiformis,adult,Tentilla per tentacle,max,90,Purcell1984
,Rosacea cymbiformis,adult,Tentacle number,min,10,Purcell1984
,Rosacea cymbiformis,adult,Tentacle number,max,100,Purcell1984
,Rosacea cymbiformis,adult,Total tentilla number,min,800,Purcell1984
,Rosacea cymbiformis,adult,Total tentilla number,max,9000,Purcell1984
,Sphaeronectes koellikeri,adult,Cnidoband length (um),point,48,Purcell1984
,Sphaeronectes koellikeri,adult,Cnidoband width (um),point,26,Purcell1984
,Sphaeronectes koellikeri,adult,Cnidoband depth (um),point,18,Purcell1984
,Sphaeronectes koellikeri,adult,Heteroneme length (um),point,36,Purcell1984
,Sphaeronectes koellikeri,adult,Heteroneme width (um),point,7,Purcell1984
,Sphaeronectes koellikeri,adult,Heteroneme number,point,4,Purcell1984
,Sphaeronectes koellikeri,adult,Haploneme length (um),point,12,Purcell1984
,Sphaeronectes koellikeri,adult,Haploneme width (um),point,2,Purcell1984
,Sphaeronectes koellikeri,adult,Haploneme number,point,50,Purcell1984
,Sphaeronectes koellikeri,adult,Haploneme length (um),point,7,Purcell1984
,Sphaeronectes koellikeri,adult,Haploneme width (um),point,5,Purcell1984
,Sphaeronectes koellikeri,adult,Terminal filament nematocyst length (um),point,4,Purcell1984
,Sphaeronectes koellikeri,adult,Terminal filament nematocyst width (um),point,3,Purcell1984
,Sphaeronectes koellikeri,adult,Terminal filament nematocyst length (um),point,3,Purcell1984
,Sphaeronectes koellikeri,adult,Terminal filament nematocyst width (um),point,1.5,Purcell1984
,Sphaeronectes koellikeri,adult,Copepod prey length (mm),mean,0.36,Purcell1984
,Sphaeronectes koellikeri,adult,Heteroneme volume (ul),point,0.92,Purcell1984
,Sphaeronectes koellikeri,adult,Nematocysts per battery,point,54,Purcell1984
,Sphaeronectes koellikeri,adult,Tentilla per tentacle,min,25,Purcell1984
,Sphaeronectes koellikeri,adult,Tentilla per tentacle,max,30,Purcell1984
,Sphaeronectes koellikeri,adult,Tentacle number,min,20,Purcell1984
,Sphaeronectes koellikeri,adult,Tentacle number,max,60,Purcell1984
,Sphaeronectes koellikeri,adult,Total tentilla number,min,500,Purcell1984
,Sphaeronectes koellikeri,adult,Total tentilla number,max,1800,Purcell1984
,Stephanophyes superba,adult,Cnidoband length (um),point,1500,Purcell1984
,Stephanophyes superba,adult,Cnidoband width (um),point,60,Purcell1984
,Stephanophyes superba,adult,Cnidoband depth (um),point,84,Purcell1984
,Stephanophyes superba,adult,Heteroneme length (um),point,111,Purcell1984
,Stephanophyes superba,adult,Heteroneme width (um),point,13,Purcell1984
,Stephanophyes superba,adult,Heteroneme number,min,32,Purcell1984
,Stephanophyes superba,adult,Haploneme length (um),point,45,Purcell1984
,Stephanophyes superba,adult,Haploneme width (um),point,9,Purcell1984
,Stephanophyes superba,adult,Haploneme number,point,2000,Purcell1984
,Stephanophyes superba,adult,Haploneme length (um),point,23,Purcell1984
,Stephanophyes superba,adult,Haploneme width (um),point,13,Purcell1984
,Stephanophyes superba,adult,Terminal filament nematocyst length (um),point,27,Purcell1984
,Stephanophyes superba,adult,Terminal filament nematocyst width (um),point,9,Purcell1984
,Stephanophyes superba,adult,Terminal filament nematocyst length (um),point,18,Purcell1984
,Stephanophyes superba,adult,Terminal filament nematocyst width (um),point,10,Purcell1984
,Stephanophyes superba,adult,Heteroneme number,max,50,Purcell1984
,Stephanophyes superba,adult,Copepod prey length (mm),mean,1.52,Purcell1984
,Stephanophyes superba,adult,Heteroneme volume (ul),point,9.82,Purcell1984
,Stephanophyes superba,adult,Nematocysts per battery,point,2050,Purcell1984
,Stephanophyes superba,adult,Tentilla per tentacle,min,30,Purcell1984
,Stephanophyes superba,adult,Tentilla per tentacle,max,40,Purcell1984
,Stephanophyes superba,adult,Tentacle number,min,10,Purcell1984
,Stephanophyes superba,adult,Tentacle number,max,30,Purcell1984
,Stephanophyes superba,adult,Total tentilla number,min,300,Purcell1984
,Stephanophyes superba,adult,Total tentilla number,max,1200,Purcell1984
,Sulculeolaria monoica,adult,Cnidoband length (um),point,168,Purcell1984
,Sulculeolaria monoica,adult,Cnidoband width (um),point,66,Purcell1984
,Sulculeolaria monoica,adult,Cnidoband depth (um),point,30,Purcell1984
,Sulculeolaria monoica,adult,Heteroneme length (um),point,60,Purcell1984
,Sulculeolaria monoica,adult,Heteroneme width (um),point,10,Purcell1984
,Sulculeolaria monoica,adult,Heteroneme number,point,8,Purcell1984
,Sulculeolaria monoica,adult,Haploneme length (um),point,22.5,Purcell1984
,Sulculeolaria monoica,adult,Haploneme width (um),point,5.5,Purcell1984
,Sulculeolaria monoica,adult,Haploneme length (um),point,12.5,Purcell1984
,Sulculeolaria monoica,adult,Haploneme width (um),point,10,Purcell1984
,Sulculeolaria monoica,adult,Terminal filament nematocyst length (um),point,12.5,Purcell1984
,Sulculeolaria monoica,adult,Terminal filament nematocyst width (um),point,5,Purcell1984
,Sulculeolaria quadrivalvis,adult,Cnidoband length (um),point,114,Purcell1984
,Sulculeolaria quadrivalvis,adult,Cnidoband width (um),point,66,Purcell1984
,Sulculeolaria quadrivalvis,adult,Cnidoband depth (um),point,30,Purcell1984
,Sulculeolaria quadrivalvis,adult,Heteroneme length (um),point,47.5,Purcell1984
,Sulculeolaria quadrivalvis,adult,Heteroneme width (um),point,7.5,Purcell1984
,Sulculeolaria quadrivalvis,adult,Heteroneme number,point,8,Purcell1984
,Sulculeolaria quadrivalvis,adult,Haploneme length (um),point,20,Purcell1984
,Sulculeolaria quadrivalvis,adult,Haploneme width (um),point,5,Purcell1984
,Sulculeolaria quadrivalvis,adult,Haploneme number,point,200,Purcell1984
,Sulculeolaria quadrivalvis,adult,Haploneme length (um),point,12.5,Purcell1984
,Sulculeolaria quadrivalvis,adult,Haploneme width (um),point,9.5,Purcell1984
,Sulculeolaria quadrivalvis,adult,Terminal filament nematocyst length (um),point,7.5,Purcell1984
,Sulculeolaria quadrivalvis,adult,Terminal filament nematocyst width (um),point,2.5,Purcell1984
,Sulculeolaria quadrivalvis,adult,Terminal filament nematocyst length (um),point,7.5,Purcell1984
,Sulculeolaria quadrivalvis,adult,Terminal filament nematocyst width (um),point,7.5,Purcell1984
,Sulculeolaria quadrivalvis,adult,Copepod prey length (mm),mean,0.57,Purcell1984
,Sulculeolaria quadrivalvis,adult,Heteroneme volume (ul),point,1.4,Purcell1984
,Sulculeolaria quadrivalvis,adult,Nematocysts per battery,point,208,Purcell1984
,Sulculeolaria quadrivalvis,adult,Tentilla per tentacle,min,80,Purcell1984
,Sulculeolaria quadrivalvis,adult,Tentilla per tentacle,max,90,Purcell1984
,Sulculeolaria quadrivalvis,adult,Tentacle number,min,85,Purcell1984
,Sulculeolaria quadrivalvis,adult,Tentacle number,max,520,Purcell1984
,Sulculeolaria quadrivalvis,adult,Total tentilla number,min,6800,Purcell1984
,Sulculeolaria quadrivalvis,adult,Total tentilla number,max,46800,Purcell1984
,Agalma elegans,adult,Heteroneme length (um),min,185,Russell1940
,Agalma elegans,adult,Heteroneme length (um),max,205,Russell1940
,Agalma elegans,adult,Heteroneme width (um),min,25,Russell1940
,Agalma elegans,adult,Heteroneme width (um),max,28,Russell1940
,Agalma elegans,adult,Haploneme length (um),mean,75,Russell1940
,Agalma elegans,adult,Haploneme width (um),min,4,Russell1940
,Agalma elegans,adult,Haploneme width (um),max,7,Russell1940
,Agalma elegans,adult,Haploneme length (um),min,22,Russell1940
,Agalma elegans,adult,Desmoneme length (um),max,7,Russell1940
,Agalma elegans,adult,Desmoneme length (um),min,6,Russell1940
,Agalma elegans,adult,Desmoneme width (um),mean,6,Russell1940
,Agalma elegans,adult,Terminal nematocyst length (um),min,90,Russell1940
,Agalma elegans,adult,Terminal nematocyst length (um),max,105,Russell1940
,Agalma elegans,adult,Terminal nematocyst width (um),min,30,Russell1940
,Agalma elegans,adult,Terminal nematocyst width (um),max,35,Russell1940
,Agalma elegans,adult,Rhopaloneme length (um),min,7,Russell1940
,Agalma elegans,adult,Rhopaloneme length (um),max,20,Russell1940
,Agalma elegans,adult,Rhopaloneme width (um),min,2,Russell1940
,Agalma elegans,adult,Rhopaloneme width (um),max,5,Russell1940
,Muggiaea atlantica,adult,Desmoneme length (um),min,7,Russell1940
,Muggiaea atlantica,adult,Desmoneme length (um),max,10,Russell1940
,Muggiaea atlantica,adult,Desmoneme width (um),min,4,Russell1940
,Muggiaea atlantica,adult,Desmoneme width (um),max,6,Russell1940
,Muggiaea atlantica,adult,Heteroneme length (um),min,36,Russell1940
,Muggiaea atlantica,adult,Heteroneme length (um),max,43,Russell1940
,Muggiaea atlantica,adult,Heteroneme width (um),min,6,Russell1940
,Muggiaea atlantica,adult,Heteroneme width (um),max,7.5,Russell1940
,Muggiaea atlantica,adult,Haploneme length (um),min,13,Russell1940
,Muggiaea atlantica,adult,Haploneme length (um),max,18,Russell1940
,Muggiaea atlantica,adult,Haploneme width (um),min,3,Russell1940
,Muggiaea atlantica,adult,Haploneme width (um),max,4,Russell1940
,Apolemia lanosa,adult,Depth (m),point,636,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1030,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1325,Siebert2013_Apolemia
,Apolemia lanosa,adult,Colony length (cm),point,200,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Colony length (cm),point,120,Siebert2013_Apolemia
,Apolemia lanosa,adult,Gastrozooid length (fixed) (mm),max,18,Siebert2013_Apolemia
,Apolemia lanosa,adult,Gastrozooid length (mm),point,12,Siebert2013_Apolemia
,Apolemia lanosa,adult,Heteroneme length (um),mean,22,Siebert2013_Apolemia
,Apolemia lanosa,adult,Heteroneme width (um),mean,14.6,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),mean,1193,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),sd,285.7,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1070,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1812,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1162,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1138,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,928,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1200,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1197,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,767,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1179,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1155,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1047,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1506,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1255,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1153,Siebert2013_Apolemia
,Apolemia lanosa,adult,Depth (m),point,1260,Siebert2013_Apolemia
,Apolemia lanosa,adult,Gastrozooid stenotele length (um),mean,17.9,Siebert2013_Apolemia
,Apolemia lanosa,adult,Gastrozooid stenotele width (um),mean,13.7,Siebert2013_Apolemia
,Apolemia lanosa,adult,Gastrozooid mastigophore length (um),mean,57.8,Siebert2013_Apolemia
,Apolemia lanosa,adult,Gastrozooid mastigophore width (um),mean,21.9,Siebert2013_Apolemia
,Apolemia lanosa,adult,Gastrozooid haploneme length (um),mean,7.2,Siebert2013_Apolemia
,Apolemia lanosa,adult,Gastrozooid haploneme width (um),mean,7.2,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,650,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,780,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,609,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Gastrozooid stenotele length (um),mean,14.1,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Gastrozooid stenotele width (um),mean,11.2,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Gastrozooid haploneme length (um),mean,5.8,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Gastrozooid haploneme width (um),mean,5.8,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Heteroneme length (um),mean,15,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Heteroneme width (um),mean,9.1,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),mean,649,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),sd,151,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,785,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,481,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,874,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,374,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,541,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,762,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,643,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,492,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,457,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,686,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,643,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,492,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,457,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,686,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,643,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,708,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,901,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,773,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,659,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Depth (m),point,484,Siebert2013_Apolemia
,Apolemia lanosa,adult,Number of heteroneme filament swellings,point,1,Siebert2013_Apolemia
,Apolemia uvaria,adult,Number of heteroneme filament swellings,point,2,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Heteroneme length (um),max,16.1,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Heteroneme width (um),max,9.9,Siebert2013_Apolemia
,Apolemia lanosa,adult,Heteroneme length (um),max,27.3,Siebert2013_Apolemia
,Apolemia lanosa,adult,Heteroneme width (um),max,17.1,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Heteroneme length (um),min,12.8,Siebert2013_Apolemia
,Apolemia rubriversa,adult,Heteroneme width (um),min,8.3,Siebert2013_Apolemia
,Apolemia lanosa,adult,Heteroneme length (um),min,18.9,Siebert2013_Apolemia
,Apolemia lanosa,adult,Heteroneme width (um),min,12.5,Siebert2013_Apolemia
,Abylopsis ?tetragona,adult,Number of haploneme rows,mode,7,Skaer1988_patterns
,Chelophyes ?appendiculata,adult,Number of haploneme rows,mode,7,Skaer1988_patterns
,Lensia ?conoidea,adult,Number of haploneme rows,mode,7,Skaer1988_patterns
,Forskalia ?edwardsi,adult,Number of haploneme rows,mode,14,Skaer1988_patterns
,Physophora ?hydrostatica,adult,Number of haploneme rows,min,19,Skaer1988_patterns
,Chelophyes ?appendiculata,adult,Heteroneme number,mode,6,Skaer1988_patterns
,Abylopsis ?tetragona,adult,Heteroneme number,mode,16,Skaer1988_patterns
,Chelophyes ?appendiculata,adult,Number of heteroneme rows per side,mode,1,Skaer1988_patterns
,Abylopsis ?tetragona,adult,Number of heteroneme rows per side,mode,1,Skaer1988_patterns
,Physophora ?hydrostatica,adult,Heteroneme length (um),point,180,Skaer1988_patterns
,Forskalia ?edwardsi,adult,Rhopaloneme length (um),point,12,Skaer1988_patterns
,Forskalia ?edwardsi,adult,Rhopaloneme width (um),point,3.5,Skaer1988_patterns
,Forskalia ?edwardsi,adult,Desmoneme length (um),point,5,Skaer1988_patterns
,Forskalia ?edwardsi,adult,Desmoneme width (um),point,5,Skaer1988_patterns
,Abylopsis ?tetragona,adult,Rhopaloneme length (um),point,21.6,Skaer1988_patterns
,Abylopsis ?tetragona,adult,Rhopaloneme width (um),point,8.3,Skaer1988_patterns
,Abylopsis ?tetragona,adult,Desmoneme length (um),point,25,Skaer1988_patterns
,Abylopsis ?tetragona,adult,Desmoneme width (um),point,20,Skaer1988_patterns
,,,,,,
